-83.796,42.23
-83.796,42.23
-83.796,42.23
-83.795,42.23
-83.795,42.23
-83.795,42.23
-83.795,42.23
-83.795,42.23
-83.796,42.23
-83.796,42.23
-83.796,42.23
-83.793,42.231
-83.793,42.231
-83.793,42.231
-83.793,42.231
-83.791,42.229
-83.791,42.229
-83.79,42.229
-83.79,42.229
-83.79,42.229
-83.79,42.229
-83.79,42.229
-83.79,42.229
-83.79,42.229
-83.79,42.229
-83.79,42.229
-83.791,42.229
-83.791,42.229
-83.791,42.231
-83.791,42.231
-83.791,42.231
-83.791,42.231
-83.791,42.231
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.792,42.23
-83.792,42.23
-83.792,42.23
-83.792,42.23
-83.792,42.23
-83.792,42.231
-83.792,42.231
-83.792,42.231
-83.792,42.23
-83.792,42.23
-83.792,42.23
-83.792,42.23
-83.792,42.23
-83.792,42.23
-83.792,42.23
-83.793,42.23
-83.793,42.231
-83.793,42.231
-83.793,42.231
-83.793,42.231
-83.793,42.231
-83.793,42.231
-83.793,42.231
-83.793,42.231
-83.793,42.231
-83.793,42.231
-83.793,42.232
-83.793,42.232
-83.793,42.232
-83.793,42.232
-83.793,42.232
-83.793,42.232
-83.793,42.232
-83.793,42.229
-83.793,42.229
-83.792,42.229
-83.792,42.229
-83.792,42.229
-83.792,42.229
-83.791,42.229
-83.791,42.229
-83.791,42.229
-83.791,42.229
-83.791,42.229
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.791,42.231
-83.791,42.231
-83.791,42.231
-83.791,42.231
-83.791,42.231
-83.791,42.231
-83.791,42.231
-83.791,42.232
-83.791,42.232
-83.79,42.232
-83.79,42.232
-83.791,42.232
-83.791,42.232
-83.791,42.232
-83.791,42.232
-83.791,42.232
-83.791,42.232
-83.791,42.232
-83.792,42.232
-83.792,42.233
-83.792,42.233
-83.792,42.233
-83.792,42.233
-83.792,42.233
-83.792,42.233
-83.792,42.233
-83.792,42.233
-83.792,42.233
-83.792,42.233
-83.792,42.233
-83.793,42.234
-83.793,42.233
-83.793,42.233
-83.793,42.233
-83.791,42.23
-83.791,42.23
-83.791,42.23
-83.79,42.23
-83.79,42.23
-83.79,42.23
-83.79,42.23
-83.79,42.23
-83.79,42.23
-83.79,42.23
-83.79,42.23
-83.79,42.23
-83.789,42.23
-83.79,42.231
-83.79,42.231
-83.79,42.231
-83.79,42.231
-83.791,42.231
-83.791,42.231
-83.791,42.231
-83.79,42.231
-83.79,42.231
-83.79,42.231
-83.79,42.231
-83.79,42.231
-83.79,42.231
-83.789,42.231
-83.789,42.231
-83.789,42.231
-83.789,42.231
-83.789,42.231
-83.79,42.231
-83.79,42.231
-83.79,42.231
-83.79,42.231
-83.79,42.231
-83.787,42.228
-83.787,42.228
-83.787,42.229
-83.787,42.229
-83.787,42.229
-83.787,42.229
-83.787,42.229
-83.786,42.229
-83.786,42.229
-83.786,42.229
-83.786,42.229
-83.786,42.229
-83.785,42.229
-83.785,42.229
-83.785,42.229
-83.784,42.229
-83.784,42.23
-83.783,42.23
-83.784,42.23
-83.784,42.23
-83.785,42.23
-83.785,42.23
-83.785,42.23
-83.785,42.23
-83.785,42.23
-83.785,42.23
-83.785,42.23
-83.785,42.23
-83.783,42.231
-83.784,42.231
-83.784,42.23
-83.784,42.23
-83.784,42.23
-83.784,42.23
-83.784,42.23
-83.784,42.23
-83.785,42.23
-83.785,42.229
-83.785,42.229
-83.785,42.229
-83.785,42.229
-83.785,42.229
-83.785,42.229
-83.785,42.229
-83.786,42.229
-83.786,42.229
-83.786,42.229
-83.786,42.229
-83.786,42.229
-83.787,42.229
-83.787,42.229
-83.785,42.231
-83.785,42.231
-83.786,42.231
-83.785,42.231
-83.783,42.23
-83.783,42.23
-83.783,42.231
-83.784,42.231
-83.784,42.231
-83.784,42.231
-83.785,42.231
-83.785,42.231
-83.785,42.231
-83.785,42.231
-83.783,42.231
-83.783,42.231
-83.783,42.231
-83.782,42.231
-83.782,42.231
-83.782,42.231
-83.782,42.231
-83.782,42.231
-83.782,42.231
-83.782,42.231
-83.782,42.231
-83.782,42.232
-83.782,42.232
-83.782,42.232
-83.782,42.232
-83.782,42.232
-83.778,42.222
-83.78,42.222
-83.78,42.222
-83.781,42.222
-83.781,42.222
-83.781,42.222
-83.777,42.223
-83.777,42.223
-83.777,42.223
-83.777,42.223
-83.777,42.222
-83.777,42.222
-83.777,42.222
-83.777,42.222
-83.777,42.222
-83.777,42.222
-83.777,42.222
-83.777,42.222
-83.777,42.222
-83.777,42.222
-83.777,42.222
-83.777,42.222
-83.777,42.223
-83.777,42.223
-83.777,42.223
-83.777,42.223
-83.777,42.223
-83.777,42.223
-83.779,42.224
-83.779,42.224
-83.779,42.224
-83.779,42.224
-83.779,42.224
-83.78,42.224
-83.78,42.224
-83.78,42.224
-83.78,42.224
-83.781,42.224
-83.779,42.225
-83.779,42.225
-83.78,42.224
-83.78,42.224
-83.779,42.225
-83.78,42.225
-83.78,42.225
-83.779,42.226
-83.779,42.226
-83.779,42.226
-83.78,42.226
-83.78,42.226
-83.777,42.223
-83.777,42.224
-83.777,42.224
-83.777,42.224
-83.777,42.224
-83.777,42.224
-83.777,42.225
-83.778,42.225
-83.778,42.225
-83.779,42.225
-83.779,42.225
-83.771,42.223
-83.772,42.223
-83.772,42.223
-83.773,42.223
-83.773,42.223
-83.775,42.223
-83.775,42.223
-83.776,42.223
-83.776,42.223
-83.776,42.223
-83.776,42.223
-83.775,42.225
-83.775,42.225
-83.775,42.225
-83.775,42.225
-83.774,42.225
-83.774,42.226
-83.774,42.227
-83.775,42.227
-83.775,42.227
-83.775,42.227
-83.775,42.227
-83.775,42.227
-83.776,42.227
-83.776,42.227
-83.776,42.227
-83.779,42.226
-83.78,42.226
-83.78,42.226
-83.782,42.226
-83.779,42.228
-83.779,42.227
-83.777,42.227
-83.777,42.227
-83.777,42.227
-83.777,42.227
-83.777,42.227
-83.777,42.227
-83.777,42.227
-83.777,42.227
-83.777,42.227
-83.777,42.227
-83.777,42.227
-83.777,42.227
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.777,42.226
-83.779,42.228
-83.779,42.229
-83.779,42.229
-83.778,42.228
-83.776,42.228
-83.779,42.233
-83.779,42.232
-83.779,42.231
-83.779,42.23
-83.777,42.231
-83.777,42.23
-83.777,42.23
-83.777,42.23
-83.777,42.23
-83.776,42.23
-83.776,42.23
-83.776,42.23
