start,end,cost,path sequence
1,12,inf
1,16,inf
1,28,inf
1,92,inf
1,95,inf
1,98,inf
1,113,inf
1,114,inf
1,119,inf
1,143,inf
1,183,inf
1,193,inf
1,222,inf
1,226,inf
1,252,inf
1,273,inf
1,291,inf
1,307,inf
1,312,inf
1,332,inf
1,333,inf
1,351,inf
1,370,inf
1,374,inf
1,376,inf
1,377,inf
1,379,inf
1,384,inf
1,419,inf
1,420,inf
1,421,inf
1,440,inf
1,455,inf
1,488,inf
1,494,inf
1,501,inf
1,509,inf
1,512,inf
1,547,inf
1,548,inf
1,567,inf
1,574,inf
1,629,inf
1,648,inf
1,654,inf
1,655,inf
1,674,inf
1,675,inf
1,681,inf
1,685,inf
1,703,inf
1,717,inf
1,736,inf
1,743,inf
1,782,inf
1,784,inf
1,792,inf
1,811,inf
1,830,inf
1,834,inf
1,842,inf
1,843,inf
1,856,inf
1,874,inf
1,906,inf
1,924,inf
1,925,inf
1,944,inf
1,951,inf
1,954,inf
1,973,inf
1,980,inf
1,1023,inf
1,1166,inf
1,1204,inf
1,1207,inf
1,1210,inf
1,1213,inf
1,1217,inf
1,1230,inf
1,1231,inf
1,1241,inf
1,1242,inf
1,1243,inf
1,1250,inf
1,1254,inf
1,1261,inf
1,1262,inf
1,1263,inf
1,1270,inf
1,1271,inf
1,1275,inf
1,1276,inf
1,1290,inf
1,1296,inf
1,1304,inf
1,1313,inf
1,1330,inf
1,1332,inf
1,1335,inf
1,1339,inf
1,1341,inf
1,1344,inf
1,1365,inf
1,1384,inf
1,1393,inf
1,1394,inf
1,1399,inf
1,1403,inf
1,1420,inf
1,1422,inf
1,1423,inf
1,1427,inf
1,1428,inf
1,1435,inf
1,1437,inf
1,1452,inf
1,1457,inf
1,1463,inf
1,1480,inf
1,1486,inf
1,1492,inf
1,1501,inf
1,1502,inf
1,1509,inf
1,1531,inf
1,1552,inf
1,1553,inf
1,1554,inf
1,1558,inf
1,1585,inf
1,1593,inf
1,1600,inf
1,1603,inf
1,1613,inf
1,1623,inf
1,1624,inf
1,1625,inf
1,1626,inf
1,1627,inf
1,1628,inf
1,1632,inf
1,1634,inf
1,1638,inf
1,1643,inf
1,1646,inf
1,1648,inf
1,1650,inf
1,1651,inf
1,1656,inf
1,1661,inf
1,1666,inf
1,1667,inf
1,1669,inf
1,1672,inf
1,1675,inf
1,1679,inf
1,1692,inf
1,1703,inf
1,1713,inf
1,1733,inf
1,1735,inf
1,1736,inf
1,1748,inf
1,1764,inf
1,1786,inf
1,1791,inf
1,1795,inf
1,1809,inf
1,1810,inf
1,1811,inf
1,1813,inf
1,1817,inf
1,1829,inf
1,1833,inf
1,1836,inf
1,1837,inf
1,1838,inf
1,1839,inf
1,1851,inf
1,1870,inf
1,1875,inf
1,1882,inf
1,1883,inf
1,1884,inf
1,1892,inf
1,1895,inf
1,1898,inf
1,1903,inf
1,1904,inf
1,1907,inf
1,1914,inf
1,1917,inf
1,1918,inf
1,1925,inf
1,1928,inf
1,1931,inf
1,1935,inf
1,1940,inf
1,1960,inf
1,1967,inf
1,1971,inf
1,1976,inf
1,1984,inf
1,1986,inf
1,1988,inf
1,1989,inf
1,2003,inf
1,2017,inf
1,2018,inf
1,2022,inf
1,2027,inf
1,2032,inf
1,2060,inf
1,2063,inf
1,2091,inf
1,2097,inf
1,2098,inf
1,2103,inf
1,2118,inf
1,2125,inf
1,2126,inf
1,2140,inf
1,2141,inf
1,2156,inf
1,2162,inf
1,2176,inf
1,2177,inf
1,2183,inf
1,2189,inf
1,2190,inf
1,2208,inf
1,2210,inf
1,2249,inf
1,2251,inf
1,2256,inf
1,2258,inf
1,2259,inf
1,2261,inf
1,2268,inf
1,2289,inf
1,2310,inf
1,2328,inf
1,2331,inf
1,2344,inf
1,2351,inf
1,2353,inf
1,2357,inf
1,2388,inf
1,2389,inf
1,2393,inf
1,2395,inf
1,2402,inf
1,2408,inf
1,2422,inf
1,2429,inf
1,2430,inf
1,2455,inf
1,2460,inf
1,2476,inf
1,2501,inf
1,2509,inf
1,2510,inf
1,2522,inf
1,2529,inf
1,2530,inf
1,2533,inf
1,2534,inf
1,2536,inf
1,2563,inf
1,2600,inf
1,2607,inf
1,2608,inf
1,2614,inf
1,2615,inf
1,2616,inf
1,2626,inf
1,2635,inf
1,2640,inf
1,2641,inf
1,2644,inf
1,2646,inf
1,2667,inf
1,2669,inf
1,2690,inf
1,2695,inf
1,2699,inf
1,2700,inf
1,2705,inf
1,2706,inf
1,2713,inf
1,2733,inf
1,2734,inf
1,2735,inf
1,2746,inf
1,2748,inf
1,2749,inf
1,2759,inf
1,2762,inf
1,2765,inf
1,2770,inf
1,2771,inf
1,2779,inf
1,2788,inf
1,2796,inf
1,2803,inf
1,2822,inf
1,2830,inf
1,2831,inf
1,2832,inf
1,2834,inf
1,2835,inf
1,2845,inf
1,2850,inf
1,2881,inf
1,2902,inf
1,2904,inf
1,2907,inf
1,2919,inf
1,2920,inf
1,2923,inf
1,2947,inf
1,2953,inf
1,2968,inf
1,2970,inf
1,2972,inf
1,2977,inf
1,2993,inf
1,2996,inf
1,3002,inf
1,3009,inf
1,3058,inf
1,3059,inf
1,3060,inf
1,3067,inf
1,3077,inf
1,3078,inf
1,3081,inf
1,3095,inf
1,3113,inf
1,3114,inf
1,3115,inf
1,3116,inf
1,3117,inf
1,3121,inf
1,3125,inf
1,3137,inf
1,3147,inf
1,3148,inf
1,3149,inf
1,3150,inf
1,3153,inf
1,3154,inf
1,3155,inf
1,3157,inf
1,3158,inf
1,3159,inf
1,3162,inf
1,3163,inf
1,3164,inf
1,3165,inf
1,3166,inf
1,3167,inf
1,3169,inf
1,3170,inf
1,3171,inf
1,3173,inf
1,3174,inf
1,3175,inf
1,3176,inf
1,3177,inf
1,3178,inf
1,3197,inf
1,3198,inf
1,3229,inf
1,3240,inf
1,3242,inf
1,3245,inf
1,3254,inf
1,3287,inf
1,3288,inf
1,3299,inf
1,3300,inf
1,3310,inf
1,3316,inf
1,3321,inf
1,3322,inf
1,3328,inf
1,3332,inf
1,3335,inf
1,3355,inf
1,3356,inf
1,3363,inf
1,3365,inf
1,3367,inf
1,3374,inf
1,3383,inf
1,3386,inf
1,3411,inf
1,3423,inf
1,3445,inf
1,3450,inf
1,3456,inf
1,3478,inf
1,3501,inf
1,3505,inf
1,3513,inf
1,3514,inf
1,3524,inf
1,3525,inf
1,3532,inf
1,3535,inf
1,3539,inf
1,3547,inf
1,3548,inf
1,3549,inf
1,3554,inf
1,3561,inf
1,3566,inf
1,3570,inf
1,3574,inf
1,3575,inf
1,3576,inf
1,3579,inf
1,3581,inf
1,3583,inf
1,3585,inf
1,3590,inf
1,3591,inf
1,3599,inf
1,3617,inf
1,3620,inf
1,3624,inf
1,3629,inf
1,3646,inf
1,3654,inf
1,3659,inf
1,3670,inf
1,3673,inf
1,3681,inf
1,3688,inf
1,3689,inf
1,3690,inf
1,3708,inf
1,3711,inf
1,3712,inf
1,3720,inf
1,3723,inf
1,3724,inf
1,3730,inf
1,3732,inf
1,3761,inf
1,3765,inf
1,3773,inf
1,3781,inf
1,3806,inf
1,3815,inf
1,3821,inf
1,3826,inf
1,3831,inf
1,3836,inf
1,3840,inf
1,3843,inf
1,3860,inf
1,3861,inf
1,3862,inf
1,3868,inf
1,3873,inf
1,3876,inf
1,3878,inf
1,3882,inf
1,3885,inf
1,3886,inf
1,3891,inf
1,3972,inf
1,3984,inf
1,3987,inf
1,3995,inf
1,4001,inf
1,4003,inf
1,4006,inf
1,4009,inf
1,4012,inf
1,4017,inf
1,4032,inf
1,4036,inf
1,4040,inf
1,4041,inf
1,4047,inf
1,4048,inf
1,4049,inf
1,4066,inf
1,4067,inf
1,4070,inf
1,4091,inf
1,4095,inf
1,4096,inf
1,4121,inf
1,4128,inf
1,4132,inf
1,4154,inf
1,4158,inf
1,4159,inf
1,4163,inf
1,4164,inf
1,4219,inf
1,4229,inf
1,4237,inf
1,4238,inf
1,4239,inf
1,4242,inf
1,4243,inf
1,4266,inf
1,4272,inf
1,4274,inf
1,4276,inf
1,4328,inf
1,4334,inf
1,4342,inf
1,4353,inf
1,4363,inf
1,4364,inf
1,4365,inf
1,4366,inf
1,4368,inf
1,4371,inf
1,4373,inf
1,4375,inf
1,4377,inf
